lemma,pos,sense_source,sense_target,semantic_relationship
am,noun,Tráth den saol (tháinig an t-am dó ciall a bheith aige).,tráth den saol,exact
am,noun,Fad saoil (ár n-am ar an saol seo).,fad saoil,exact
todhchaí,noun,An t-am atá le teacht.,an t-am atá le teacht,exact
muc,noun,mamach ceathair-cosach a bheathaíonn feirmeoirí mar fhoinse feola.,ainmhí ramhar agus guairí mar chlúmh uirthi (Is uaithi a fhaightear muiceoil agus bagún),exact
coinín,noun,mamach beag ceathair-cosach.,ainmhí cosúil le giorria beag a chónaíonn i bpoll sa talamh,exact
puisín,noun,cat óg.,piscín,exact
mil,noun,bia milis a tháirgeann beacha.,bia buí milis a dhéanann beacha as neachtar bláthanna,exact
tonnfhad,noun,San fhisic séard is tonnfhad ann ná an fad idir aonaid athfhilteach tonn forleata ag minicíocht áirithe.,"an fad idir buaic dhá thonn, go háirithe tonnta raidió",exact
bríste,noun,Ball éadaigh a chaitear ar an gcuid íochtarach den chorp.,"ball éadaigh ón gcoim síos a bhfuil dhá osán air leis na cosa a chlúdach, treabhsar, triús",exact
uaireadóir,noun,gléas a chaithtear a insíonn an t-am.,clog rosta nó póca,broader
lámhainn,noun,Ball éadaigh a chaitear ar na lámha.,ball clúdaigh don lámh agus do na méara,exact
stoca,noun,Ball éadaigh a chaitear ar na cosa.,ball luiteach fite nó cniotáilte don chos agus do throigh na coise,exact
ocsaigin,noun,"Is dúil cheimiceach neamh-mhiotalach í an ocsaigin a bhíonn le fáil go flúirseach san atmaisféar. Is í an uimhir adamhach atá aici ná 8, agus is é an tsiombail cheimiceach ná O.",gás gan dath gan bholadh a dhéanann suas an cúigiú cuid den aer thart orainn,exact
hata,noun,Ball éadaigh a chaitear ar an gcloigeann.,ball clúdaigh don cheann (le tóin is bileog de ghnáth),exact
tae,noun,An planda Camellia sinensis.,deoch a dhéantar le huisce te a dhoirteadh ar dhuilleoga triomaithe an phlanda tae,related
tae,noun,deoch a dhéantar as duilleoga an phlanda tae.,deoch a dhéantar le huisce te a dhoirteadh ar dhuilleoga triomaithe an phlanda tae,exact
ulchabhán,noun,"Saghas éin. Is éan seilge oíche é, súile móra aige agus gob cuartha.","éan seilge oíche, súile móra aige agus gob cuartha",exact
cearc,noun,(éaneolaíocht)éan baineann den spéiceas Gallus gallus.,"éan baineann de chineál ar bith, go háirithe d'éanlaith chlóis",narrower
cearc,noun,"Éan baineann, m.sh. cearc phéacóige.coileach.","éan baineann de chineál ar bith, go háirithe d'éanlaith chlóis",exact
caidéal,noun,gléas a bhogann sreabháin ó áit amháin go háit eile tré iad a chuir faoi bhrú.,pumpa (súcháin),exact
nuacht,noun,eolas nua.,scéal nua,exact
freasúra,noun,Iad siúd a ghníomhaíonn i gcoinne rud éigin.,"cur nó seasamh i gcoinne, ar nós an lucht freasúra sa Dáil",exact
féasóg,noun,gruaig a fhásann fir ar a gcuid aghaidheanna. Clúdaíonn sé an éadan timpeall ar an mbéal agus go minic ón smig go dtí na cluasa chomh maith.,an clúmh ar aghaidh fir,exact
héiliam,noun,"Is é an héiliam dúil uimhir a 2, agus is í an tsiombail cheimiceach atá aige ná He.","gás an-éadrom, nach lasann, a úsáidtear i mbalúin agus in aerárthaí",exact
carbón,noun,"Is é an carbón dúil uimhir a 6, agus is í an tsiombail cheimiceach atá aige ná C.","dúil cheimiceach a tharlaíonn sa nádúr i bhfoirm rudaí mar ghual, gualach, diamaint",exact
nítrigin,noun,"Is í an nítrigin dúil uimhir a 7, agus is í an tsiombail cheimiceach atá aici ná N.",gás gan dath gan bholadh a dhéanann suas an ú cuid den aer thart orainn,exact
fluairín,noun,"Is é an fluairín dúil uimhir a 9, agus is í an tsiombail cheimiceach atá aige ná F.",gás liath buí-uaine,exact
neon,noun,"Is é an neon dúil uimhir a 10, agus is í an tsiombail cheimiceach atá aige ná Ne.",gás gan dath a lasann suas i bhfeadán le sruth leictreach,exact
maignéisiam,noun,"Is é an maignéisiam dúil uimhir a 12, agus is í an tsiombail cheimiceach atá aige ná Mg.",miotal geal a dhónn le solas dalltach,exact
alúmanam,noun,"Is é an t-alúmanam dúil uimhir a 13, agus is í an tsiombail cheimiceach atá aige ná Al.",miotal éadrom ar dhath an airgid,exact
fosfar,noun,"Is é an fosfar dúil uimhir a 15, agus is í an tsiombail cheimiceach atá aige ná P.",eilimint neamhmhiotalach a shoilsíonn sa dorchadas,exact
sulfar,noun,"Is é an sulfar dúil uimhir a 16, agus is í an tsiombail cheimiceach atá aige ná S.","substaint bhuí neamhmhiotalach a úsáidtear i ndéanamh lasán, púdar gunna etc.",exact
clóirín,noun,"Is é an clóirín dúil uimhir a 17, agus is í an tsiombail cheimiceach atá aige ná Cl.","gás nimhneach buí-uaine agus boladh an-láidir uaidh, a úsáidtear chun tuartha agus chun uisce a steiriliú",exact
cailciam,noun,"Is é an cailciam dúil uimhir a 20, agus is í an tsiombail cheimiceach atá aige ná Ca.","substaint mhiotalach a fhaightear in aolchloch, cailc, marmar agus coiréal (Tá gá ag daoine agus ag ainmhithe le cailciam chun a gcnámha agus a bhfiacla a neartú)",exact
cróimiam,noun,"Is é an cróimiam dúil uimhir a 24, agus is í an tsiombail cheimiceach atá aige ná Cr.",miotal geal gléigeal nach dtagann smál ná meirg go héasca air,exact
cóbalt,noun,"Is é an cóbalt dúil uimhir a 27, agus is í an tsiombail cheimiceach atá aige ná Co.",miotal crua ar dhath an airgid agus mianach gorm ann,exact
nicil,noun,"Is í an nicil dúil uimhir a 28, agus is í an tsiombail cheimiceach atá aici ná Ni.",miotal liathbhán a úsáidtear i gcóimhiotail agus chun plátála,exact
copar,noun,"Is é an copar dúil uimhir a 29, agus is í an tsiombail cheimiceach atá aige ná Cu.","miotal ruadhonn a ndéantar píopáin, pinginí etc. as",exact
sinc,noun,"Is í an tsinc dúil uimhir a 30, agus is í an tsiombail cheimiceach atá aici ná Zn.",miotal liathghorm atá cineál bog,exact
arsanaic,noun,"Is í an arsanaic dúil uimhir a 33, agus is í an tsiombail cheimiceach atá aici ná As.",substaint an-nimhiúil ar fad,exact
bainis,noun,searmanas ina bpóstar lánúin.,féasta an phósta,exact
féilire,noun,"Aon chóras a roineann am suas i laethanta, seachtainí, míonna agus blianta.","liosta de laethanta, dátaí etc., i ngach seachtain agus mí den bhliain",exact
mallacht,noun,Droch-ghuí.,"drochachainí, eascaine",exact
mallacht,noun,"drochachainí, eascaine (mo mhallacht ar an ól).","drochachainí, eascaine",exact
mallacht,noun,mí-ádh (tá mallacht ar an áit seo).,mí-ádh,exact
inné,noun,An lá roimh an lá reatha.,an lá roimh inniu,exact
inné,adjective,Bainteach leis an lá roimh an lá reatha.,an lá roimh inniu,exact
inné,adverb,Ar an lá roimh an lá reatha.,an lá roimh inniu,exact
inniu,noun,An lá reatha.,an lá seo,exact
inniu,adjective,Bainteach leis an lá reatha.,an lá seo,exact
inniu,adverb,Ar an lá reatha.,an lá seo,narrower
amárach,noun,An lá tar éis an lae inniu.,"an chéad lá eile, an lá i ndiaidh inniu",exact
amárach,adjective,A bhaineann leis an lá tar éis an lae inniu.,"an chéad lá eile, an lá i ndiaidh inniu",exact
amárach,adverb,Ar an lá tar éis an lae inniu.,"an chéad lá eile, an lá i ndiaidh inniu",exact
piorra,noun,toradh milis le dath glas nó buí de ghnáth.,"toradh súmhar leathchosúil le húll, ach é a bheith níos boige agus fad a bheith ann",exact
cuisneoir,noun,gléas ina choiméadtar bia len é a choiméad úr.,bosca nó seomra fuar a gcuirtear bia ann lena choinneáil friseáilte,exact
gé,noun,éan uisciúil.,"éan snámha cosúil le lacha, ach é níos mó, a choinnítear mar éan clóis (Tá géanna fiáine ann freisin)",exact
briosca,noun,saghas bia milis a chócaráiltear in aonaid bheaga.,císte beag tanaí briosc,exact
crogall,noun,reiptíl mór amfaibiach.,reiptíl mhór chontúirteach atá le fáil thart ar aibhneacha ina lán tíortha teo,narrower
frídín,noun,"saghas ainmhí fíor-bheag, do-fheicthe a chúisíonn galair in ainmhithe eile.",foirm bheag bhídeach den bheatha phlandúil nó ainmhíoch nach féidir a fheiceáil ach faoi mhicreascóp,exact
bainisteoir,noun,duine atá i gceannas ar fhoireann.,duine a stiúrann cúram éigin ar nós siopa nó monarcha nó club,exact
milseog,noun,"cúrsa, milis de ghnáth, a itear ag deireadh béile.",cúrsa milis mar chuid de bhéile,exact
seangán,noun,saghas feithid ón rang Formicidae.,ceann de chineál feithidí a mhaireann le chéile i gcomhluadair mhóra eagraithe agus iad an-saothrach go deo,exact
lasair,noun,An chuid so-fheicthe de thine.,"solas geal, as tine nó as coinneal",exact
doirteal,noun,báisín do-bhogtha le poll sa bhun gur féidir dallán a chuir ann sa chaoi is gur féidir leacht a choiméad sa bháisín nó ligean chun siúil.,dabhach uisce reatha sa chistin agus píopa draenála ann leis an uisce salach a thógáil as,exact
nuachtán,noun,"foilsiúchán, laethúil de ghnáth, a insíonn nuacht an lae chomh maith le h-eolas tráthúil eile.",páipéar nuachta,exact
bricfeasta,noun,An chéad béile den lá.,béile na maidine,exact
béile,noun,An t-am nuair a suítear síos chun bia a ghlacadh.,bia a itear ag tráthanna áirithe,exact
banc,noun,gnó a thugann airgead amach ar iasacht gur gá a íoc ar ais le h-ús.,foras ina gcuireann daoine airgead le coinneáil slán dóibh,exact
féithleann,noun,planda den chlann Caprifoliaceae.,planda agus bláthanna cumhra air a dhreapann,exact
scamhóg,noun,orgán inmhéanach a úsáideann ainmhithe chun ocsaigin a bhaint óna aer agus fáil réidh le dé-ocsáid carbón. Atann agus crapann na scamhóga le linn análú.,ceann den dá phríomhbhall sa chliabhrach a úsáidtear chun análaithe,exact
praghas,noun,An méid airgid a iarann an díoltóir ar earra nó seirbhís,"an méid a chosnaíonn rud, luach",exact
barraicín,noun,"Fochuid den chois, bíonn siad tannaí agus gobann siad amach ó tosach na coise.",barr coise nó bróige,exact
clogad,noun,clúdach cosainteach a chaitear ar an gcloigeann.,"cosaint chrua mhiotail etc. don cheann a chaitheann saighdiúirí, póilíní, lucht múchta tine, imreoirí spóirt etc., cafarr",exact
citeal,noun,gléas cistine a úsáidtear chun uisce a fiuchadh.,"árthach miotail chun uisce a bheiriú, a bhfuil píopa agus clár agus lámh air",exact
cistin,noun,seomra in a n-ullmhaítear bia.,seomra a n-ullmhaítear béilí ann,exact
bumbóg,noun,Cineál beach mhór ón rang Bombus.,beach mhór ghlórach,exact
teilifíseán,noun,gléas leictreach chun comhartha teilifíse a léiriú.,gléas glacadóireachta teilifíse,exact
luch,noun,mamach beag ceathair-chosach ón rang Mus.,creimire beag atá le fáil i dtithe nó sna páirceanna,exact
luchóg,noun,mamach beag ceathair-chosach ón rang Mus.,luch,exact
aistriúchán,noun,"focal i dteanga amháin atá comhfhreagrach le focal dteanga eile, tugtar an t-aistriúchán den fhocal sin air.",ealaín nó toradh an aistrithe ó theanga go teanga eile,exact
cruit,noun,"uirlis ceoil, ginneann sé nótaí nuair a phioctar sreanganna faoi theannas.",cláirseach (bheag),exact
cláirseach,noun,uirlis cheoil mhór le fráma triantánach agus sreanga a phioctar leis na méara. cruit,gléas ceoil mór le fráma triantánach agus sreanga a phioctar leis na méara,exact
ciaróg,noun,feithid ón rang Coleoptera.,feithid dhubh de shaghsanna éagsúla,exact
long,noun,"gléas iompair a úsáidtear chun taisteal ar uisce, mar an gcéanna le bád ach níos mó.",árthach mór a théann thar farraige,exact
naomhóg,noun,bád beag oscailte a chuirtear ag gluaiseacht le maidí rámha.,curach,exact
curach,noun,bád beag oscailte a chuirtear ag gluaiseacht le maidí rámha.,bád éadrom agus a fráma clúdaithe le canbhás,exact
sceimhlitheoir,noun,duine a úsaideann foréigin chun aidhmeanna polaitiúla a bhaint amach.,duine arb é a aidhm daoine a smachtú agus a rialú le sceimhle,exact
mainistir,noun,áit ina gcónaíonn manaigh.,áras ina gcónaíonn manaigh,exact
oigheann,noun,gléas a úsáidtear chun bia a chócaráil.,"spás iata, mar a bheadh i sorn, chun rósta nó bácála",exact
trosc,noun,"(iascaireacht/iasceolaíocht) Éisc den ghéineas Gadus, go háirithe Gadus morhua.  Tugtar an t-ainm seo ar éisc eile freisin: éisc den fhine Gadidae agus a ord Gadiformes nó éisc áirithe de na hoird Perciformes agus Scorpaeniformes. bodach rua",iasc garbh blasta ón Atlantach Thuaidh,exact
bás,noun,Tugtar an bás air nuair a thagann deireadh le saol rud beo.,"deireadh saoil, éag",exact
dreancaid,noun,"(feithideolaíocht) feithid ón ord Siphonaptera a mhaireann trí fhuill ainmhithe eile a ól, go háirithe Pulex irritans, an dreancaid duine.",feithid bheag gan sciatháin a léimeann agus a mhaireann ar dhaoine agus ar ainmhithe,exact
langa,noun,"(iascaireacht/iasceolaíocht) iasc den ghéineas Molva, go háirithe Molva molva.bodach mór",iasc garbh farraige agus é fada caol,exact
púicín,noun,púic,púic bheag,exact
púicín,noun,"dallóg do na súile, masc.",púic bheag,exact
púicín,noun,bothán beag le haghaidh ainmhithe.púirín,bothán beag dorcha,exact
deannach,noun,. bailiúchán de chaithníní bruscair atá chomh éadrom go gcrochann siad san aer ar feadh tamaill má chorraítear iad.,"salachar imithe ina phúdar, smúit",exact
dúnmharú,noun,Tugtar dúnmharú air nuair a mharaíonn duine duine eile d'aon ghnó.,marú duine d'aon toil go neamhdhleathach,exact
ainmní,noun,"Sa ghramadach, an príomh rud don a thagraíonn abairt.",(sa ghramadach) an rud a dtugann an briathar faisnéis faoi,exact
tionscadal,noun,"beartú, cumadh nó scéim.",beart nó scéim oibre,exact
amharclann,noun,foirgneamh ina léirítear drámaí os comhair lucht féachana.,áit a mbíonn drámaí agus taispeántais stáitse ar siúl,exact
mealladh,noun,"cluain, bréagadh.",bréagadh,exact
mealladh,noun,"cealg, díomá.",bréagadh,exact
mealladh,noun,"(síciatracht) creidiúint atá ag duine nach bhfuil sách cruthúnais ann dó, agus nach bhfuil bunaithe ar chreidiúint i measc a chomhghuaillithe nó i measc a chomh-chreidmhigh. siabhrán",bréagadh,related
práta,noun,"glasra fréimhe a fhásann faoin gcré, an chuid inite den phlanda Solanum tuberosum.",glasra boird comónta a fhásann faoi ghais i dtalamh i bhfoirm tiúbar,exact
muince,noun,Píosa seodra a chaitear timpeall an mhuinéil.,slabhra ornáideach muiníl,exact
gliomach,noun,ainmhí mara le creatlach seachtrach.,iasc sliogánach a bhfuil dhá ordóg mhóra air agus bia blasta suaithinseach ann,exact
mairnéalach,noun,duine a sheolann nó a oibríonn ar bhád.,"fear farraige, seoltóir",exact
poncaíocht,noun,córas comharthaí a úsáidtear chun structúr a chur a téacs.,"na marcanna agus na siombailí taobh amuigh de na litreacha, go háirithe an lánstad, an chamóg etc., a úsáidtear i scríbhneoireacht",exact
ficheall,noun,cluiche beirte a imríotar ar chlár roinnte i 64 cearnóga. Bíonn 16 píosa ag gach imreoir a bhogtar ó chearnóg go cearnóg.,cluiche do bheirt a imrítear le 16 píosa (foireann fichille) an duine ar chlár 64 cearnóg dubh is bán,exact
barúil,noun,'Sí barúil duine an tuairim atá acu ar ábhar.,tuairim de rud,exact
clapsholas,noun,An solas lag nádúrtha a bhíonn ann díreach tar éis dul faoi na gréine ach roimh a thiteann an oíche i gceart.,meath an tsolais idir lá agus oíche,exact
cuileog,noun,feithid bheag atá in ann eitilt.,cuil,exact
duilleog,noun,Na codanna leathana tannaí a fhásann ar phlandaí a úsáideann siad chun solas na gréine a ionsú.,"duille, bileog",narrower
bréagán,noun,rud lena n-imríonn páistí.,rud a mbíonn páiste ag imirt leis,exact
leoithne,noun,gaoth lag.,"siolla beag gaoithe, briota",exact
fáinleog,noun,éan den fhine Hirundo.,"éan beag a itheann feithidí, sciatháin fhada bhioracha air agus eireaball gabhlógach (Tá cáil uirthi as a heitilt dheas agus as an achar fada a théann sí ar imirce)",exact
míoltóg,noun,feithid beag atá in ann eitilt. Ball den fhine Chironomidae.,"corrmhíol, míol corr",exact
francach,noun,mamach beag ceathair-cosach ón bhfine rattus.,ainmhí cosúil le luch mhór a dhéanann cogaint nó creimeadh,exact
iriseoir,noun,duine a scríobhann altanna in irisí agus nuachtáin .,"duine a scríobhann do nuachtán nó d'iris nó do chlár raidió, etc. nó a chuireann eagar ar pháipéar nó ar iris",exact
adamh,noun,An t-aonad is lú de dúil ar bith.,an gráinnín is lú de dhúil cheimiceach,broader
tarbh,noun,bó fireann.,beithíoch fireann gan choilleadh,narrower
bardal,noun,lacha fireann.,lacha fhireann,exact
gandal,noun,gé fhireann.,gé fhireann,exact
séipéal,noun,foirgneamh ina gcruinníonn daoine chun moladh a tharbhairt dá nDia.,"eaglais, teach pobail",exact
oibrí,noun,duine a dhéanann obair.,duine a oibríonn,exact
ronnach,noun,(Scomber scombrus) iasc peiligeach.,"iasc blasta farraige agus stríoca gormghlasa trasna a dhroma agus é ar ghile an airgid faoi, maicréal, murlas",exact
abhlann,noun,briosca tanaí a úsáidtear mar shamhail d'arán i ndeasghnátha Críostaí na Comaoineach.,briosca tanaí a úsáidtear chun comaoineach san Aifreann,exact
siúinéir,noun,"duine a dhéanann rudaí, troscáin mar shampla, as adhmad.","adhmadóir, saor adhmaid",exact
smig,noun,An chuid den chloigeann a ghobann amach faoin mbéal ar ainmhithe áirithe.,an chuid den aghaidh faoi bhun an bhéil,exact
buidéal,noun,"Soitheach, déanta as gloinne nó plaisteach de ghnáth, ina gcoiméadtar leacht.",árthach gloine a bhfuil scóig air agus a gcoinnítear deochanna ann,exact
sféar,noun,Cruth trí-thoiseach mín.,cruinne nó liathróid chruinn,related
bábóg,noun,"bréagán, macasamhail de bháibín.",bréagán cosúil le babaí,exact
leathanach,noun,bileog páipéir i leabhar.,"taobh amháin de bhileog pháipéir, pé acu scríobh nó gan scríobh a bheith air",exact
ifreann,noun,áit samhailteach ina gciaptar anamnacha peacaithe marbha.,áit phionóis do dhaoine mallaithe tar éis a mbáis,exact
léarscáil,noun,"léaráid a thaispéanann láithreacha rudaí, tíortha, caithreacha nó gnéithe tíreolaíochta mar shampla.","mapa, cairt a léiríonn an domhan, nó cuid de, nó na spéartha etc.",exact
iris,noun,foilsiúchán tréihmsiúil.,nuachtán nó foilseachán eile a thagann amach go rialta,exact
todóg,noun,"Foirm in a gcaithtear tobac, ar nós toitín ach níos raimhre.",duilleoga tobac rollta go fáiscthe ar a chéile le caitheamh mar ghal,exact
cnoc,noun,"gné tíreolaíoch, áit ina n-ardaíonn leibhéal na talún os cionn leibhéal na talún ina thimpeall. Mar an gcéanna le sliabh ach níos lú de ghnáth.",moll ard talún ach é níos ísle ná sliabh,exact
cnaipe,noun,Rud beag ar ríomhairí agus gléasanna leictronacha eile a bhrúitear leis an méar chun iad a chur ag obair.,cnap beag a chuireann rud éigin ag obair nuair a bhrúitear é (ar nós cnaipí i mbosca ceoil nó ar chlóscríobhán),exact
cnaipe,noun,Rud beag a chuirtear ar éadaí chun píosá eagúla den éadach a cheangal lena chéile nó mar mhaisiúcháin.,cnap nó diosca beag chun baill éadaigh a dhúnadh,exact
miotal,noun,"ábhar crua, láidir, le dromchla lonrach de gháth. San eolaíocht sainítear na miotail mar dhúile a dheonann leictreoin óna bhfithisí seachtracha.",ábhar crua mar iarann nó chopar nó stán,exact
miotal,noun,"cruas, stuif, mianach (fear a bhfuil miotal ann)","cruas, stuif, mianach",exact
colscaradh,noun,Tugtar colscaradh air nuair a scarann lánúin pósta óna chéile.,deireadh a chur le pósadh de réir dlí,exact
balla,noun,"structúr ingearach, déanta as cloch de ghnáth, a dheighleann láithreacha óna chéile.",struchtúr cloch nó brící nó ábhair eile ar nós éadan tí nó taobh seomra nó fál thart ar gharraí,exact
balla,noun,falla,struchtúr cloch nó brící nó ábhair eile ar nós éadan tí nó taobh seomra nó fál thart ar gharraí,exact
torann,noun,fuaim griogach.,"fuaim nó glór láidir, fothram",exact
daonlathas,noun,córas polaitíochta ina dtugtar vóta amháin do gach saoránach.,cineál rialtais arb iad na daoine a thoghann na baill go saorálach mar theachtaí uathu féin,exact
fathach,noun,créatúr osnádúrtha ar nós duine ach i bhfad níos mó.,duine ollmhór ar fad,exact
cumhrán,noun,substaint a ghinneann boladh taithneamhach.,leacht cumhra as buidéal de ghnáth,exact
maidin,noun,"An chéad chuid den lae, ó éírí na gréine go dtí mean-lae.",tús an lae,exact
drúcht,noun,braoiníní uisce a chlúdaíonn gach rud ar mhaidineacha fuara. Taiseachas comhdlúite ón aer is cúis leis.,uisce a thiteann ina bhraonta ar an talamh le fuarthan na hoíche,exact
trian,noun,An triú cuid de rud.,(le huimhreacha) an tríú cuid,exact
grianghraf,noun,"íomhá a chruthaítear le ceamara. Cruthaítear an íomhá nuair a nocthaítear páipéar, ar a bhfuil ceimicí solas-íogair air, don solas nó i gceamaraí nua-aimseartha nuair a notchtaítear braiteoir leictreonach don solas.",pictiúr a thógtar le ceamara,exact
urlabhraí,noun,duine a labhraíonn ar son grúpa daoine nó comhlacht.,duine a labhraíonn thar ceann daoine eile,exact
idirbheartaíocht,noun,próiséis trína dtagtar ar chomhaontas tré ábhair a phlé.,"plé, caibidil, go háirithe ar leibhéal idirnáisiúnta nó idir mhóreagraíochtaí mar cheardchumainn agus bainisteoireacht etc.",related
gruaig,noun,"bailiúchán de ribí gruaige. 'Séard is ribe gruaige ann ná structúr fada, tannaí, orgánach a fhásann ar chraiceann ainmhithe.",na ribí a fhásann ar cheann duine,broader
préachán,noun,éan mór dubh den fhine Corvus.,"caróg, éan dubh de chineál an fhiaigh",exact
feirmeoir,noun,duine a chothaíonn ainmhithe nó plandaí mar ghairm chun bia a soláthar.,duine a bhfuil feirm aige nó faoina láimh,exact
pluid,noun,"clúdach, déanta as éadach de ghnáth, a chuirtear ar a bharr chun teas a choiméad i leaba.",blaincéad,exact
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,an tréimhse ó éirí gréine go luí gréine,exact
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,solas an lae,broader
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,an tréimhse ó mheán oíche go meán oíche arís,exact
lá,noun,Tréimhse 24 uair,"lá, dáta, áirithe",related
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,lá féile,related
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,aimsir reatha,related
lá,noun,An tréimhse ó mheánoíche go dtí an chéad mheánoíche eile,tréimhse,related
lá,noun,Tréimhse 24 uair,"uair, am",related
nóiméad,noun,Aonad ama cothrom le seasca soicind agus aon seascú do uair amháin.,"an seascadú cuid d'uair an chloig, 60 soicind",exact
nóiméad,noun,Aonad ama cothrom le seasca soicind agus aon seascú do uair amháin.,achar beag ama,related
nóiméad,noun,Aonad ama cothrom le seasca soicind agus aon seascú do uair amháin.,pointe ama,related
cath,noun,Troid idir fórsaí armach.,troid idir dhá arm,exact
cath,noun,Troid idir fórsaí armach.,cathlán,related
cogadh,noun,cogadh,troid idir airm dhá thír nó níos mó,exact
cogadh,noun,cogadh,"easaontas, bruíon, cath",related
ceol,noun,ealaín i bhfoirm fuaime,canadh,broader
ceol,noun,ealaín i bhfoirm fuaime,aon chóiriú fuaimeanna a bhfuil binneas ann,exact
ceol,noun,ealaín i bhfoirm fuaime,"amhrán, dán",broader
ríomhaire,noun,Is é an rud atá sa ríomhaire ná meaisín leictreonach agus é ag láimhdeachas sonraí de réir threoracha réamhdhéanta uimhriúla agus loighciúla.,áiritheoir,related
ríomhaire,noun,Is é an rud atá sa ríomhaire ná meaisín leictreonach agus é ag láimhdeachas sonraí de réir threoracha réamhdhéanta uimhriúla agus loighciúla.,meaisín leictreonach a dhéanann neart tascanna áirimh ar luas an-ard,exact
teanga,noun,Is beart matán sa bhéal teanga a húsáidtear chun bia a hionramháil.,an ball sochorraithe sa bhéal chun labhartha agus chun blaiste,exact
teanga,noun,córas cumarsáide déanta suas de focail.,cumas labhartha,broader
teanga,noun,córas cumarsáide déanta suas de focail.,caint,broader
teanga,noun,Is beart matán sa bhéal teanga a húsáidtear chun bia a hionramháil.,aon ní cosúil le teanga,related
aois,noun,An rud atá i gceist leis an bhfocal aois ná céad bliana (100).,"tréimhse, ré",related
aois,noun,An rud atá i gceist leis an bhfocal aois ná céad bliana (100).,céad bliain,exact
aon,noun,duine nó rud amháin.,ceann amháin,broader
aon,noun,duine nó rud amháin.,duine nó rud amháin,exact
aon,noun,"(cártaí) An chéad chárta i ndeic cártaí, m.sh. An tAon Spéireata.",cárta imeartha nach bhfuil ach marc amháin air,exact
aon,noun,duine nó rud amháin.,amháin,related
ciúnas,noun,"Suaimhneas, tost, calm","tost, suaimhneas",exact
ciúnas,noun,"Suaimhneas, tost, calm",calm,exact
sliabh,noun,Cnoc ard,cnoc ard,exact
sliabh,noun,"Talamh bocht; móinteach, caorán","talamh bocht, riasc, corrach",exact
bliain,noun,Tréimhse ama atá cothrom le ceithre séasúir nó dhá mhí déag nó 365 lá.,an fad ama a bhaineann sé as an domhan dul timpeall na gréine,exact
domhan,noun,"Is é an domhan an tríú pláinéad amach ón nGrian sa ghrianchóras, agus an cúigiú is mó",an talamh seo uile agus a bhfuil ann agus san aer os a chionn,related
domhan,noun,"Is é an domhan an tríú pláinéad amach ón nGrian sa ghrianchóras, agus an cúigiú is mó",an chruinne,related
domhan,noun,"Is é an domhan an tríú pláinéad amach ón nGrian sa ghrianchóras, agus an cúigiú is mó",cuid den domhan,broader
ainnis,adjective,"Anóiteach, dearóil, suarach, gortach; truamhéalach, dobrónach.",truamhéalach,exact
ainnis,adjective,"Anóiteach, dearóil, suarach, gortach; truamhéalach, dobrónach.","suarach, gortach",exact
ainnis,adjective,"Anásta, liopasta.","anásta, gan lúth",exact
gan,preposition,Le h-easpa ruda.,"cheal, in éagmais, in easnamh, de dhíth",exact
gan,preposition,Le h-easpa ruda.,(leis an diúltach),related
rua,adjective,"Dearg, nó le gruaig dearg.",(le gruaig) dearg,exact
rua,adjective,Donndearg; ar dhath an chopair.,donndearg,exact
rua,adjective,Donndearg; ar dhath an chopair.,ar dhath an chopair,exact
rua,adjective,"Fiáin, fíochmhar; garbh, láidir.","fiáin, láidir",exact
crann,noun,"Planda mór, níl sainmhniú cruinn ar a mhéid ach de ghnáth os cionn ceithre mhéadar.",fás mór ard a bhfuil stoc is géaga is duilleoga air,exact
farraige,noun,"Is corp fairsing uisce í an fharraige, a chlúdaíonn an mórchuid de dhromchla an domhain. muir",an réimse mór sáile a chlúdaíonn formhór an domhain,exact
farraige,noun,"Is corp fairsing uisce í an fharraige, a chlúdaíonn an mórchuid de dhromchla an domhain. muir",muir,exact
farraige,noun,"Is corp fairsing uisce í an fharraige, a chlúdaíonn an mórchuid de dhromchla an domhain. muir",sáile,exact
uisce,noun,leacht inólta éadathach gan boladh. Foirmle ceimiceach H2O.,"leacht glan glé de chumasc hidrigine agus ocsaigine, gan bhlas gan bholadh ar é a bheith glan",exact
oíche,noun,An t-am idir dul faoi na gréine agus éirí na gréine an mhaidin dár gcionn.,an tréimhse idir luí agus éirí gréine,exact
téacs,noun,"focail scríofa, i gcló nó á léiriú ar scáileán.","an phríomhchuid faoi chló de leabhar nó d'alt (seachas léaráidí, nótaí etc.)",broader
téacs,noun,"focail scríofa, i gcló nó á léiriú ar scáileán.",véarsa,broader
tóin,noun,Cuid iochtarach de cholainn an duine ar a suítear.,"deireadh, rumpa",exact
tóin,noun,Cuid iochtarach de cholainn an duine ar a suítear.,cúl,related
tóin,noun,Cuid iochtarach de cholainn an duine ar a suítear.,íochtar,related
tóin,noun,Cuid iochtarach de cholainn an duine ar a suítear.,an ceann is faide síos,related
tóin,noun,Cuid iochtarach de cholainn an duine ar a suítear.,bonn,related
